,Unnamed: 0,Id,MSSubClass,LotFrontage,LotArea,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,GarageQnC,GarageEra,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,FireplaceQuNum,FireplaceParameter,HeatingRank,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,TotalArea,TotalFinishedSF,TotalOutdoorArea,TotalRooms,RoomDensity,TotalFloors,Has2ndFloor,TotalBathrooms,BathPerRoom,BathQualityInteraction,TotalKitchens,KitchenPremium,HouseAge,YearsSinceRemodel,IsRemodeled,RecentRemodel,HouseAgeBin,TotalPorchArea,HasPorch,OutdoorLuxury,HasPool,BsmtFinishedRatio,HasFinishedBsmt,BasementScore,OverallScore,ExteriorScore,LuxuryScore,LivingAreaRatio
368,368,369,20,78.0,7800,4,2,5,6,1954,1954,200.0,3,3,3,3,1,2,540,1,0,728,1268,3,1,4,1268,0,0,1268,0,0,1,0,2,1,3,7,7,244,2,0,98,0,0,0,0,0.0,0,0,3,2010,11.790564777297387,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,True,False,False,False,False,4.0,2.772588722239781,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2536,1808,98,10,158.5,1,0,1.0,0.125,5.0,1,9,56,56,0,0,2,98,1,98,0,0.425531914893617,1,18,30,9,14,0.4998029168309026
369,369,370,20,0.0,9830,4,2,5,7,1959,2006,0.0,3,4,3,3,1,5,72,3,258,733,1063,4,1,4,1287,0,0,1287,1,0,1,0,3,1,4,7,7,576,2,364,17,0,0,182,0,0.0,0,0,3,2010,11.995357787034976,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,False,False,False,False,True,4.0,2.772588722239781,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2350,1617,563,11,160.875,1,0,2.0,0.25,10.0,1,16,51,4,1,1,2,199,1,563,0,0.3101503759398496,1,18,35,12,16,0.547426626967248
370,370,371,60,0.0,8121,4,2,6,5,2000,2000,0.0,3,3,4,3,1,1,0,1,0,953,953,4,1,4,953,711,0,1664,0,0,2,1,3,1,3,7,7,460,2,100,40,0,0,0,0,0.0,0,0,1,2006,12.057578437658943,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,True,False,False,False,False,3.0,2.079441541679836,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2617,1664,140,11,208.0,2,1,2.5,0.3125,15.0,1,9,6,6,0,1,4,40,1,140,0,0.0,0,24,30,9,16,0.6355996944232238
371,371,372,50,80.0,17120,4,2,4,4,1959,1959,0.0,3,3,0,0,0,0,0,0,0,0,0,2,1,4,1120,468,0,1588,0,0,2,0,4,1,3,7,5,680,0,0,59,0,0,0,0,0.0,0,0,7,2008,11.808821212646512,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,False,False,False,False,True,4.0,2.772588722239781,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1588,1588,59,12,198.5,2,1,2.0,0.25,8.0,1,9,49,49,0,0,2,59,1,59,0,0.0,0,0,16,9,12,0.999370673379484
372,372,373,120,50.0,7175,4,2,6,5,1984,1984,0.0,3,3,4,3,1,5,623,2,121,0,744,2,1,4,752,0,0,752,1,0,1,0,2,1,3,4,7,264,2,353,0,0,0,90,0,2.0,0,0,2,2010,11.736077016252436,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,True,False,False,False,False,0.0,0.0,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1496,1496,443,7,150.4,1,0,2.0,0.4,12.0,1,9,26,26,0,0,3,90,1,443,0,0.9986577181208054,1,24,30,9,14,0.5023380093520374
373,373,374,20,79.0,10634,4,2,5,6,1953,1953,0.0,3,3,3,3,1,4,428,2,180,0,608,2,1,4,1319,0,0,1319,1,0,1,0,3,1,3,5,5,270,2,66,0,0,0,0,0,1.0,0,0,11,2009,11.719947764402807,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,True,False,False,False,False,0.0,0.0,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1927,1927,66,9,219.83333333333331,1,0,2.0,0.3333333333333333,10.0,1,9,56,56,0,0,2,0,0,66,0,0.9983579638752051,1,18,30,9,13,0.6841286307053942
374,374,375,60,65.0,8200,4,2,7,5,2003,2004,0.0,4,3,4,3,1,1,0,1,0,847,847,4,1,4,847,1081,0,1928,0,0,2,1,4,1,4,8,7,434,2,100,48,0,0,0,0,0.0,0,0,7,2007,12.299112067295642,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4,False,False,True,False,False,4.0,2.772588722239781,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2775,1928,148,13,214.22222222222223,2,1,2.5,0.2777777777777778,17.5,1,16,4,3,1,1,4,48,1,148,0,0.0,0,24,35,12,19,0.6945244956772334
375,375,376,30,0.0,10020,4,0,1,1,1922,1950,0.0,2,2,2,1,4,4,350,1,0,333,683,3,0,3,904,0,0,904,1,0,0,1,1,1,2,4,3,0,2,0,0,0,0,0,0,0.0,0,0,3,2009,11.0186455364637,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,False,False,False,False,False,0.0,0.0,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1587,1254,0,6,180.8,1,0,1.5,0.3,1.5,1,4,87,59,1,0,1,0,0,0,0,0.5116959064327485,1,10,1,4,8,0.5692695214105793
376,376,377,85,57.0,8846,4,2,5,5,1996,1996,0.0,4,3,4,3,3,6,298,1,0,572,870,4,1,4,914,0,0,914,0,0,1,0,2,1,3,5,7,576,2,0,0,0,0,0,0,0.0,0,0,7,2006,11.904974309480185,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,False,False,False,False,True,0.0,0.0,6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1784,1212,0,8,152.33333333333334,1,0,1.0,0.1666666666666666,5.0,1,9,10,10,0,1,4,0,0,0,0,0.3421354764638347,1,48,25,12,16,0.5120448179271708
377,377,378,60,102.0,11143,4,2,8,5,2004,2005,0.0,4,3,4,3,1,1,0,1,0,1580,1580,4,1,4,1580,886,0,2466,0,0,3,0,4,1,4,8,7,610,2,159,214,0,0,0,0,0.0,0,0,12,2007,12.73670383776449,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4,True,False,False,False,False,4.0,2.772588722239781,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4046,2466,373,13,274.0,2,1,3.0,0.3333333333333333,24.0,1,16,3,2,1,1,4,214,1,373,0,0.0,0,24,40,12,20,0.609340252038547
378,378,379,20,88.0,11394,4,2,9,2,2010,2010,350.0,4,3,5,3,3,6,1445,1,0,411,1856,4,1,4,1856,0,0,1856,1,0,1,1,1,1,5,8,7,834,2,113,0,0,0,0,0,0.0,0,0,6,2010,12.885204569609956,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,4,True,False,False,False,False,5.0,3.4657359027997265,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3712,3301,113,10,206.22222222222223,1,0,2.5,0.2777777777777778,22.5,1,25,0,0,0,1,4,0,0,113,0,0.7781367797522887,1,60,18,12,22,0.4998653380016159
379,379,380,60,60.0,8123,4,2,6,5,2000,2000,16.0,3,3,4,3,1,1,0,1,0,982,982,4,1,4,1007,793,0,1800,0,0,2,1,3,1,3,7,7,463,2,100,63,0,0,0,0,0.0,0,0,6,2009,12.095146671399466,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,True,False,False,False,False,3.0,2.079441541679836,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2782,1800,163,11,225.0,2,1,2.5,0.3125,15.0,1,9,9,9,0,1,4,63,1,163,0,0.0,0,24,30,9,16,0.6467840459935321
380,380,381,50,50.0,5000,4,2,5,6,1924,1950,0.0,3,3,3,3,1,2,218,1,0,808,1026,2,1,4,1026,665,0,1691,0,0,2,0,3,1,4,6,7,308,2,0,0,242,0,0,0,0.0,0,0,5,2010,11.751950239425476,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,1,False,False,False,False,True,4.0,2.772588722239781,6,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2717,1909,242,10,241.57142857142856,2,1,2.0,0.2857142857142857,10.0,1,16,86,60,1,0,1,242,1,242,0,0.2122687439143135,1,18,30,9,14,0.6221486387049301
381,381,382,20,60.0,7200,4,2,7,5,2006,2006,0.0,4,3,4,4,1,1,0,1,0,1293,1293,4,1,4,1301,0,0,1301,1,0,2,0,2,1,4,5,7,572,2,216,121,0,0,0,0,0.0,0,0,8,2006,12.142871895843887,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,4,True,False,False,False,False,4.0,2.772588722239781,6,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2594,1301,337,8,216.83333333333331,1,0,3.0,0.5,21.0,1,16,0,0,0,1,4,121,1,337,0,0.0,0,32,35,12,19,0.5013487475915221
382,382,383,60,79.0,9245,4,2,7,5,2006,2006,0.0,4,3,4,3,3,1,0,1,0,939,939,4,1,4,939,858,0,1797,0,0,2,1,3,1,4,8,7,639,2,144,53,0,0,0,0,0.0,0,0,4,2007,12.271396795480596,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4,True,False,False,False,False,0.0,0.0,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2736,1797,197,12,199.66666666666663,2,1,2.5,0.2777777777777778,17.5,1,16,1,1,0,1,4,53,1,197,0,0.0,0,48,35,12,19,0.6565582754841067
383,383,384,45,60.0,9000,4,2,6,3,1928,1950,0.0,3,3,2,2,1,1,0,1,0,784,784,2,0,3,784,0,0,784,0,0,1,0,2,1,3,5,7,360,0,0,0,91,0,0,0,0.0,0,0,10,2009,11.23850177707664,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,1,False,False,False,False,True,0.0,0.0,6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1568,784,91,8,130.66666666666666,1,0,1.0,0.1666666666666666,6.0,1,9,81,59,1,0,1,91,1,91,0,0.0,0,8,18,9,14,0.4996813256851498
384,384,385,60,0.0,53107,4,1,6,5,1992,1992,0.0,4,3,4,3,3,6,985,1,0,595,1580,4,1,4,1079,874,0,1953,1,0,2,1,3,1,4,9,7,501,2,216,231,0,0,0,0,0.0,0,0,6,2007,12.388398368982116,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,True,False,False,False,False,2.0,2.19722457733622,6,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3533,2938,447,13,195.3,2,1,3.5,0.35,21.0,1,16,15,15,0,0,3,231,1,447,0,0.6230234029095509,1,48,30,12,18,0.5526315789473685
385,385,386,120,43.0,3182,4,2,8,5,2004,2005,16.0,4,3,4,3,1,6,24,1,0,1232,1256,4,1,4,1269,0,0,1269,0,0,2,0,2,1,4,6,7,430,2,146,20,0,0,144,0,0.0,0,0,4,2010,12.165255859329688,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4,True,False,False,False,False,3.0,2.079441541679836,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2525,1293,310,9,181.28571428571428,1,0,2.0,0.2857142857142857,16.0,1,16,6,5,1,1,4,164,1,310,0,0.0190930787589498,1,24,40,12,20,0.502375296912114
386,386,387,50,58.0,8410,4,2,5,3,1910,1996,0.0,3,2,3,3,1,1,0,1,0,658,658,2,1,4,658,526,0,1184,0,0,1,0,5,1,3,8,7,0,0,0,151,0,0,0,0,0.0,0,0,5,2006,11.302216779257382,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,False,False,False,False,False,0.0,0.0,6,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1842,1184,151,14,131.55555555555554,2,1,1.0,0.1111111111111111,5.0,1,9,96,10,1,1,1,151,1,151,0,0.0,0,18,15,6,13,0.6424308193163321
387,387,388,80,72.0,7200,4,2,6,6,1976,1976,255.0,3,3,3,3,3,5,631,1,0,410,1041,4,1,4,1125,0,0,1125,1,0,1,0,3,1,3,6,7,352,2,296,0,0,0,0,0,1.0,0,0,10,2009,11.736077016252436,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2,False,False,False,False,True,2.0,1.3862943611198906,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2166,1756,296,10,160.71428571428572,1,0,2.0,0.2857142857142857,12.0,1,9,33,33,0,0,2,0,0,296,0,0.6055662188099808,1,36,36,9,16,0.5191508998615597
388,388,389,20,93.0,9382,4,2,7,5,1999,2000,125.0,4,3,4,3,1,1,0,1,0,1468,1468,4,1,4,1479,0,0,1479,0,0,2,0,3,1,4,6,7,577,2,120,25,0,0,0,0,0.0,0,0,7,2008,12.160033942617156,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,True,False,False,False,False,0.0,0.0,6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2947,1479,145,10,211.28571428571428,1,0,2.0,0.2857142857142857,14.0,1,16,9,8,1,1,4,25,1,145,0,0.0,0,24,35,12,19,0.501696065128901
389,389,390,60,96.0,12474,4,2,10,5,2007,2008,272.0,5,3,5,3,3,6,1280,1,0,402,1682,4,1,4,1742,590,0,2332,1,0,2,1,3,1,5,9,7,846,2,196,134,0,0,0,0,0.0,0,0,8,2008,12.962196972666591,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,4,False,False,True,False,False,5.0,3.4657359027997265,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4014,3612,330,13,233.2,2,1,3.5,0.35,35.0,1,25,1,0,1,1,4,134,1,330,0,0.7605466428995841,1,60,50,15,24,0.5808219178082191
390,390,391,50,50.0,8405,4,2,5,8,1900,1950,0.0,3,3,3,4,1,3,241,4,391,229,861,4,1,4,961,406,0,1367,1,0,1,0,4,1,3,7,7,384,2,0,130,112,0,0,0,2.0,0,0,4,2008,11.686887175419702,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2,False,False,False,False,True,0.0,0.0,6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228,1999,242,12,170.875,2,1,2.0,0.25,10.0,1,9,108,58,1,0,1,242,1,242,0,0.7331786542923434,1,24,40,9,15,0.6132794975325258
391,391,392,60,71.0,12209,4,2,6,5,2001,2002,0.0,3,3,5,3,1,5,690,1,0,114,804,4,1,4,804,1157,0,1961,1,0,2,1,3,1,4,7,7,560,2,125,192,0,0,0,0,0.0,0,0,6,2009,12.278397958261774,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4,False,False,True,False,False,3.0,2.079441541679836,6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2765,2651,317,11,245.125,2,1,3.5,0.4375,21.0,1,16,8,7,1,1,4,192,1,317,0,0.8571428571428571,1,30,30,9,17,0.7089660159074476
